code,parent,label_et
A,,"PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK"
26,C,"Arvutite, elektroonika- ja optikaseadmete tootmine"
261,26,Elektronkomponentide ja trükkplaatide tootmine
2611,261,Elektronkomponentide tootmine
26111,2611,Elektronkomponentide tootmine
2612,261,Trükkplaatide tootmine
26121,2612,Trükkplaatide tootmine
262,26,Arvutite ja arvuti välisseadmete tootmine
2620,262,Arvutite ja arvuti välisseadmete tootmine
26201,2620,Arvutite ja arvuti välisseadmete tootmine
263,26,Sideseadmete tootmine
2630,263,Sideseadmete tootmine
26301,2630,Sideseadmete tootmine
264,26,Tarbeelektroonika tootmine
2640,264,Tarbeelektroonika tootmine
26401,2640,Tarbeelektroonika tootmine
265,26,Mõõte- ja katseseadmete ning ajanäitajate tootmine
2651,265,"Mõõte-, katse- ja navigatsiooniseadmete tootmine"
26511,2651,"Mõõte-, katse- ja navigatsiooniseadmete tootmine"
2652,265,Ajanäitajate tootmine
26521,2652,Ajanäitajate tootmine
266,26,"Kiiritus-, elektromeditsiini- ja elektroteraapiaseadmete tootmine"
2660,266,"Kiiritus-, elektromeditsiini- ja elektroteraapiaseadmete tootmine"
26601,2660,"Kiiritus-, elektromeditsiini- ja elektroteraapiaseadmete tootmine"
267,26,"Optikainstrumentide, magnet- ja optiliste andmekandjate ning fotoseadmete tootmine"
2670,267,"Optikainstrumentide, magnet- ja optiliste andmekandjate ning fotoseadmete tootmine"
26701,2670,"Optikainstrumentide, magnet- ja optiliste andmekandjate ning fotoseadmete tootmine"
27,C,Elektriseadmete tootmine
271,27,"Elektrimootorite, -generaatorite, trafode ja elektrijaotusseadmete ning juhtaparatuuri tootmine"
2711,271,"Elektrimootorite, -generaatorite ja trafode tootmine"
27111,2711,"Elektrimootorite, -generaatorite ja trafode tootmine"
2712,271,Elektrijaotusseadmete ja juhtaparatuuri tootmine
27121,2712,Elektrijaotusseadmete ja juhtaparatuuri tootmine
272,27,Patareide ja akude tootmine
2720,272,Patareide ja akude tootmine
27201,2720,Patareide ja akude tootmine
273,27,Juhtmestiku ja selle tarvikute tootmine
2731,273,Kiudoptilise kaabli tootmine
27311,2731,Kiudoptilise kaabli tootmine
2732,273,Muu elektroonika- ja elektrijuhtmete või -kaabli tootmine
27321,2732,Muu elektroonika- ja elektrijuhtmete või -kaabli tootmine
2733,273,Juhtmestiku tarvikute tootmine
27331,2733,Juhtmestiku tarvikute tootmine
274,27,Valgustusseadmete tootmine
2740,274,Valgustusseadmete tootmine
27401,2740,Valgustusseadmete tootmine
275,27,Kodumasinate tootmine
2751,275,Elektriliste kodumasinate tootmine
27511,2751,Elektriliste kodumasinate tootmine
2752,275,Mitteelektriliste kodumasinate tootmine
27521,2752,Mitteelektriliste kodumasinate tootmine
279,27,Muude elektriseadmete tootmine
2790,279,Muude elektriseadmete tootmine
27901,2790,Muude elektriseadmete tootmine
28,C,Mujal liigitamata masinate ja seadmete tootmine
281,28,Üldmasinate tootmine
2811,281,"Mootorite ja turbiinide tootmine, v.a õhusõidukite, mootorsõidukite ja mootorrataste mootorid"
28111,2811,"Mootorite ja turbiinide tootmine, v.a õhusõidukite, mootorsõidukite ja mootorrataste mootorid"
2812,281,Hüdrauliliste ja pneumaatiliste jõuseadmete tootmine
28121,2812,Hüdrauliliste ja pneumaatiliste jõuseadmete tootmine
2813,281,Muude pumpade ja kompressorite tootmine
28131,2813,Muude pumpade ja kompressorite tootmine
2814,281,Muude kraanide ja ventiilide tootmine
28141,2814,Muude kraanide ja ventiilide tootmine
2815,281,"Laagrite, ajamite, hammasülekannete ja ülekandeelementide tootmine"
28151,2815,"Laagrite, ajamite, hammasülekannete ja ülekandeelementide tootmine"
282,28,Muude üldmasinate tootmine
2821,282,"Ahjude, tööstusahjude ja kodumajapidamises kasutatavate püsikütteseadmete tootmine"
28211,2821,"Ahjude, tööstusahjude ja kodumajapidamises kasutatavate püsikütteseadmete tootmine"
2822,282,Tõste- ja teisaldusseadmete tootmine
28221,2822,Tõste- ja teisaldusseadmete tootmine
2823,282,"Kontorimasinate ja -seadmete tootmine, v.a arvutid ja arvuti välisseadmed"
28231,2823,"Kontorimasinate ja -seadmete tootmine, v.a arvutid ja arvuti välisseadmed"
2824,282,Ajamiga käsi-tööriistade tootmine
28241,2824,Ajamiga käsi-tööriistade tootmine
2825,282,Tööstuslike kliimaseadmete tootmine
28251,2825,Tööstuslike kliimaseadmete tootmine
2829,282,Mujal liigitamata üldmasinate ja mehhanismide tootmine
28291,2829,Mujal liigitamata üldmasinate ja mehhanismide tootmine
283,28,Põllu- ja metsamajandusmasinate tootmine
2830,283,Põllu- ja metsamajandusmasinate tootmine
28301,2830,Põllumajandusmasinate tootmine
28302,2830,Metsamajandusmasinate tootmine
284,28,Metallistantside ja muude tööpinkide tootmine
2841,284,Metallistantside ja muude metallitööpinkide tootmine
28411,2841,Metallistantside ja muude metallitööpinkide tootmine
2842,284,Muude tööpinkide tootmine
28421,2842,Muude tööpinkide tootmine
289,28,Muude erimasinate tootmine
2891,289,Metallurgiamasinate tootmine
28911,2891,Metallurgiamasinate tootmine
2892,289,"Kaevandus-, karjääri- ja ehitusmasinate tootmine"
28921,2892,"Kaevandus-, karjääri- ja ehitusmasinate tootmine"
2893,289,"Toiduaine-, joogi- ja tubakatööstusmasinate tootmine"
28931,2893,"Toiduaine-, joogi- ja tubakatööstusmasinate tootmine"
2894,289,"Tekstiili-, rõiva- ja nahatööstusmasinate tootmine"
28941,2894,"Tekstiili-, rõiva- ja nahatööstusmasinate tootmine"
2895,289,Paberi- ja papitööstusmasinate tootmine
28951,2895,Paberi- ja papitööstusmasinate tootmine
2896,289,Plasti- ja kummitööstusmasinate tootmine
28961,2896,Plasti- ja kummitööstusmasinate tootmine
2897,289,Kihtlisandustootmise seadmete tootmine
28971,2897,Kihtlisandustootmise seadmete tootmine
2899,289,Mujal liigitamata erimasinate tootmine
28991,2899,Mujal liigitamata erimasinate tootmine
29,C,"Mootorsõidukite, haagiste ja poolhaagiste tootmine"
291,29,Mootorsõidukite tootmine
2910,291,Mootorsõidukite tootmine
29101,2910,Mootorsõidukite tootmine
292,29,Mootorsõidukikerede tootmine; haagiste ja poolhaagiste tootmine
2920,292,Mootorsõidukikerede tootmine; haagiste ja poolhaagiste tootmine
29201,2920,Mootorsõidukikerede tootmine
29202,2920,"Haagiste, poolhaagiste ning konteinerite tootmine"
293,29,Mootorsõidukite osade ja lisaseadmete tootmine
2931,293,Mootorsõidukite elektri- ja elektroonikaseadmete tootmine
29311,2931,Mootorsõidukite elektri- ja elektroonikaseadmete tootmine
2932,293,Mootorsõidukite muude osade ja lisaseadmete tootmine
29321,2932,Mootorsõidukite muude osade ja lisaseadmete tootmine
30,C,Muude transpordivahendite tootmine
301,30,Laeva- ja paadiehitus
3011,301,Tsiviillaevade ja -ujuvkonstruktsioonide ehitus
30111,3011,Tsiviillaevade ehitus
30112,3011,Tsiviilotstarbeliste ujuvkonstruktsioonide ehitus
3012,301,Lõbusõidu- ja sportpaatide ehitus
30121,3012,Lõbusõidu- ja sportpaatide ehitus
3013,301,Sõjalaevade ehitus
30131,3013,Sõjalaevade ehitus
302,30,Raudteevedurite ja -veeremi tootmine
3020,302,Raudteevedurite ja -veeremi tootmine
30201,3020,Raudteevedurite ja -veeremi tootmine
303,30,Õhu- ja kosmosesõidukite jms seadmete tootmine
3031,303,Tsiviilõhusõidukite ja -kosmosesõidukite jms seadmete tootmine
30311,3031,Tsiviilõhusõidukite ja -kosmosesõidukite jms seadmete tootmine
3032,303,Militaarõhusõidukite ja -kosmosesõidukite jms seadmete tootmine
30321,3032,Militaarõhusõidukite ja -kosmosesõidukite jms seadmete tootmine
304,30,Militaarveokite tootmine
3040,304,Militaarveokite tootmine
30401,3040,Militaarveokite tootmine
309,30,Mujal liigitamata transpordivahendite tootmine
3091,309,Mootorrataste tootmine
30911,3091,Mootorrataste tootmine
3092,309,Jalgrataste ja invasõidukite tootmine
30921,3092,Jalgrataste ja invasõidukite tootmine
3099,309,Muude mujal liigitamata transpordivahendite tootmine
30991,3099,Muude mujal liigitamata transpordivahendite tootmine
31,C,Mööblitootmine
310,31,Mööblitootmine
3100,310,Mööblitootmine
31001,3100,Mööbli (v.a madratsite) tootmine
31002,3100,Madratsitootmine
32,C,Muu tootmine
321,32,"Väärisesemete, ehete jms toodete tootmine"
3211,321,Müntide vermimine
32111,3211,Müntide vermimine
3212,321,Väärisesemete jms toodete tootmine
32121,3212,Väärisesemete jms toodete tootmine
3213,321,Juveeltoodete imitatsioonide jms toodete tootmine
32131,3213,Juveeltoodete imitatsioonide jms toodete tootmine
322,32,Muusikariistade tootmine
3220,322,Muusikariistade tootmine
32201,3220,Muusikariistade tootmine
323,32,Sporditarvete tootmine
3230,323,Sporditarvete tootmine
32301,3230,Sporditarvete tootmine
324,32,Mängude ja mänguasjade tootmine
3240,324,Mängude ja mänguasjade tootmine
32401,3240,Mängude ja mänguasjade tootmine
325,32,Meditsiini- ja hambaraviinstrumentide ning materjalide tootmine
3250,325,Meditsiini- ja hambaraviinstrumentide ning materjalide tootmine
32501,3250,Hambaraviinstrumentide ning materjalide tootmine
32502,3250,"Prillide, läätsede ja nende osade tootmine"
32509,3250,Muude meditsiiniinstrumentide ning materjalide tootmine
329,32,Mujal liigitamata tootmine
3291,329,"Harja-, pintsli- ja luuatootmine"
32911,3291,"Harja-, pintsli- ja luuatootmine"
3299,329,Muu mujal liigitamata tootmine
32991,3299,Muu mujal liigitamata tootmine
33,C,"Masinate ja seadmete remont, hooldus ja paigaldus"
331,33,Metalltoodete ning masinate ja seadmete remont ja hooldus
3311,331,Metalltoodete remont ja hooldus
33111,3311,Metalltoodete remont ja hooldus
3312,331,Masinate remont ja hooldus
33121,3312,Masinate ja seadmete remont ning hooldus
3313,331,Elektroonika- ja optikaseadmete remont ja hooldus
33131,3313,Elektroonika- ja optikaseadmete remont ja hooldus
3314,331,Muude elektriseadmete remont ja hooldus
33141,3314,Muude elektriseadmete remont ja hooldus
3315,331,Tsiviillaevade ja -paatide remont ja hooldus
33151,3315,Tsiviillaevade ja -paatide remont ja hooldus
3316,331,Tsiviilõhusõidukite ja -kosmosesõidukite remont ja hooldus
33161,3316,Tsiviilõhusõidukite ja -kosmosesõidukite remont ja hooldus
3317,331,Muude tsiviiltranspordivahendite remont ja hooldus
33171,3317,Muude tsiviiltranspordivahendite remont ja hooldus
3318,331,"Militaarveokite, -laevade, -paatide, -õhusõidukite ja -kosmosesõidukite remont ja hooldus"
33181,3318,"Militaarveokite, -laevade, -paatide, -õhusõidukite ja -kosmosesõidukite remont ja hooldus"
3319,331,Muude seadmete remont ja hooldus
33191,3319,Muude seadmete remont ja hooldus
332,33,Tööstuslike masinate ja seadmete paigaldus
3320,332,Tööstuslike masinate ja seadmete paigaldus
33201,3320,Tööstuslike masinate ja seadmete paigaldus
D,,"ELEKTRIENERGIA, GAASI, AURU JA KONDITSIONEERITUD ÕHUGA VARUSTAMINE"
35,D,"Elektrienergia, gaasi, auru ja konditsioneeritud õhuga varustamine"
351,35,"Elektrienergia tootmine, ülekanne ja jaotus"
3511,351,Elektrienergia tootmine taastumatutest energiaallikatest
35111,3511,Elektrienergia tootmine taastumatutest energiaallikatest
3512,351,Elektrienergia tootmine taastuvatest energiaallikatest
35121,3512,Elektrienergia tootmine hüdroenergiast
35122,3512,Elektrienergia tootmine tuuleenergiast
35123,3512,Elektrienergia tootmine päikeseenergiast
35129,3512,"Muu elektrienergia tootmine, k.a biomassist"
3513,351,Elektrienergia ülekanne
35131,3513,Elektrienergia ülekanne
3514,351,Elektrienergia jaotus
35141,3514,Elektrienergia jaotus
3515,351,Elektrienergia müük
35151,3515,Elektrienergia müük
3516,351,Elektrienergia salvestamine
35161,3516,Elektrienergia salvestamine
352,35,Gaasitootmine ja gaaskütuste jaotus magistraalvõrkude kaudu
3521,352,Gaasitootmine
35211,3521,Gaasi (v.a biogaasi) tootmine
35212,3521,Biogaasi tootmine
35213,3521,Vesiniku tootmine
3522,352,Gaaskütuste jaotus magistraalvõrkude kaudu
35221,3522,Gaaskütuste jaotus magistraalvõrkude kaudu
3523,352,Gaasimüük magistraalvõrkude kaudu
35231,3523,Gaasimüük magistraalvõrkude kaudu
3524,352,Gaasi hoiustamine võrgutarneteenuse osana
35241,3524,Gaasi hoiustamine võrgutarneteenuse osana
353,35,Auru ja konditsioneeritud õhuga varustamine
3530,353,Auru ja konditsioneeritud õhuga varustamine
35301,3530,Auru ja konditsioneeritud õhuga varustamine
354,35,Elektrienergia ja maagaasi maaklerite ja vahendajate tegevus
3540,354,Elektrienergia ja maagaasi maaklerite ja vahendajate tegevus
35401,3540,Elektrienergia ja maagaasi maaklerite ja vahendajate tegevus
E,,"VEEVARUSTUS; KANALISATSIOON, JÄÄTME- JA SAASTEKÄITLUS"
36,E,"Veekogumine, -töötlus ja -varustus"
360,36,"Veekogumine, -töötlus ja -varustus"
3600,360,"Veekogumine, -töötlus ja -varustus"
36001,3600,"Veekogumine, -töötlus ja -varustus"
36002,3600,Olmeveega varustamine
37,E,Kanalisatsioon
370,37,Kanalisatsioon
3700,370,Kanalisatsioon
37001,3700,Kanalisatsioon ja heitveekäitlus
38,E,"Jäätmete kogumine, taaskasutamine ja kõrvaldamine"
381,38,Jäätmekogumine
3811,381,Tavajäätmete kogumine
38111,3811,Tavajäätmete kogumine
3812,381,Ohtlike jäätmete kogumine
38121,3812,Ohtlike jäätmete kogumine
382,38,Jäätmete taaskasutamine
3821,382,Materjalide taaskasutusele võtmine
38211,3821,Materjalide taaskasutusele võtmine
3822,382,Jäätmete kasutamine energia tootmiseks
38221,3822,Jäätmete kasutamine energia tootmiseks
3823,382,Muu jäätmete taaskasutamine
38231,3823,Muu jäätmete taaskasutamine
383,38,Jäätmete kõrvaldamine ilma taaskasutamiseta
3831,383,Põletamine energia tootmiseta
38311,3831,Põletamine energia tootmiseta
3832,383,Prügilasse ladestamine või püsiv ladustamine
38321,3832,Prügilasse ladestamine või püsiv ladustamine
3833,383,Muu jäätmete kõrvaldamine
38331,3833,Muu jäätmete kõrvaldamine
39,E,Saastekäitlus ja muud jäätmekäitlustegevused
390,39,Saastekäitlus ja muud jäätmekäitlustegevused
3900,390,Saastekäitlus ja muud jäätmekäitlustegevused
39001,3900,Saastekäitlus ja muud jäätmekäitlustegevused
F,,EHITUS
41,F,Elamute ja mitteeluhoonete ehitus
410,41,Elamute ja mitteeluhoonete ehitus
4100,410,Elamute ja mitteeluhoonete ehitus
41001,4100,Elamute ja mitteeluhoonete ehitus
42,F,Rajatiste ehitus
421,42,Teede ja rööbasteede ehitus
4211,421,Maanteede ja kiirteede ehitus
42111,4211,Maanteede ja kiirteede ehitus
4212,421,Raudteede ja metroo ehitus
42121,4212,Raudteede ja metroo ehitus
4213,421,Silla- ja tunneliehitus
42131,4213,Silla- ja tunneliehitus
422,42,Tehnovõrgutrasside ehitus
4221,422,"Vee-, gaasi- ja kanalisatsioonitrasside ehitus"
42211,4221,"Vee-, gaasi- ja kanalisatsioonitrasside ehitus"
42212,4221,Kaevude ja puuraukude rajamine ning likvideerimine
4222,422,Elektri- ja sidevõrkude ehitus
42221,4222,Elektri- ja sidevõrkude ehitus
429,42,Muude rajatiste ehitus
4291,429,Vesiehitus
42911,4291,Vesiehitus
4299,429,Mujal liigitamata rajatiste ehitus
42991,4299,Mujal liigitamata rajatiste ehitus
43,F,Eriehitustööd
431,43,Lammutamine ja ehitusplatside ettevalmistus
4311,431,Lammutamine
43111,4311,Lammutamine
4312,431,Ehitusplatside ettevalmistus
43121,4312,Ehitusplatside ettevalmistus ja puhastus
43122,4312,Maakuivendus- ja maaparandustööd
43129,4312,Muud kaeve- ja mullatööd
4313,431,Kontrollpuurimine ja sondimine
43131,4313,Kontrollpuurimine ja sondimine
432,43,Elektriinstallatsioon ja torustiku paigaldus jm ehituspaigaldustööd
4321,432,Elektriinstallatsioon
43211,4321,Elektripaigaldustööd
43212,4321,Signalisatsioonisüsteemide paigaldamine
43213,4321,Sidekaablite ja antennide paigaldamine
4322,432,"Torustiku, kütte- ja kliimaseadmete paigaldus"
43221,4322,"Kütte-, ventilatsiooni- ja kliimaseadmete paigaldus, remont ja hooldus"
43222,4322,"Veetorustiku ja sanitaarseadmete paigaldus, remont ja hooldus"
43223,4322,"Pliitide, ahjude ja kaminate ladumine või paigaldamine"
4323,432,Isolatsioonitööd
43231,4323,Isolatsioonitööd
4324,432,Muud ehituspaigaldustööd
43241,4324,Muud ehituspaigaldustööd
433,43,Ehitiste viimistlus ja lõpetamine
4331,433,Krohvimine
43311,4331,Krohvimine
4332,433,Ehituspuusepatoodete paigaldus
43321,4332,"Puidust jm materjalist uste, akende ja treppide paigaldus"
43329,4332,Muude ehituspuusepatoodete paigaldus
4333,433,Põranda- ja seinakatete paigaldus
43331,4333,Põranda- ja seinakatete paigaldus
4334,433,Värvimine ja klaasimine
43341,4334,Värvimine ja klaasimine
4335,433,Muu ehitiste viimistlus ja lõpetamine
43351,4335,Muu ehitiste viimistlus ja lõpetamine
434,43,Eriehitustööd hoonete ehitusel
4341,434,Katusetööd
43411,4341,Katusetööd
4342,434,Muud eriehitustööd hoonete ehitusel
43421,4342,Muud eriehitustööd hoonete ehitusel
435,43,Eriehitustööd rajatiste ehitusel
4350,435,Eriehitustööd rajatiste ehitusel
43501,4350,Eriehitustööd rajatiste ehitusel
436,43,Eriehitustööde vahendusteenus
4360,436,Eriehitustööde vahendusteenus
43601,4360,Eriehitustööde vahendusteenus
439,43,Muud eriehitustööd
4391,439,Müüritööd
43911,4391,Müüritööd
4399,439,Muud mujal liigitamata eriehitustööd
43991,4399,"Tellingute püstitamine ja demonteerimine, ehitus- ja tõsteseadmete rentimine koos operaatoriga"
43999,4399,Muud eriehitustööd
G,,HULGI- JA JAEKAUBANDUS
46,G,Hulgikaubandus
461,46,Hulgimüük vahendustasu või lepingute alusel
4611,461,"Põllumajandustoorme, elusloomade, tekstiilitoorme ja pooltoodete hulgimüügi vahendusteenus"
46111,4611,"Põllumajandustoorme, elusloomade, tekstiilitoorme ja pooltoodete hulgimüügi vahendusteenus"
4612,461,"Kütuste, maakide, metallide ja tööstuskemikaalide hulgimüügi vahendusteenus"
46121,4612,"Kütuste, maakide, metallide ja tööstuskemikaalide hulgimüügi vahendusteenus"
4613,461,Puidu ja ehitusmaterjalide hulgimüügi vahendusteenus
46131,4613,Puidu ja ehitusmaterjalide hulgimüügi vahendusteenus
4614,461,"Masinate, tööstusseadmete, laevade ja õhusõidukite hulgimüügi vahendusteenus"
46141,4614,"Masinate, tööstusseadmete, laevade ja õhusõidukite hulgimüügi vahendusteenus"
4615,461,"Mööbli, kodutarvete ja rauakaupade hulgimüügi vahendusteenus"
46151,4615,"Mööbli, kodutarvete ja rauakaupade hulgimüügi vahendusteenus"
4616,461,"Tekstiili, rõivaste, jalatsite ja nahktoodete hulgimüügi vahendusteenus"
46161,4616,"Tekstiili, rõivaste, jalatsite ja nahktoodete hulgimüügi vahendusteenus"
4617,461,"Toidukaupade, jookide ja tubakatoodete hulgimüügi vahendusteenus"
46171,4617,"Toidukaupade, jookide ja tubakatoodete hulgimüügi vahendusteenus"
4618,461,Muude kindlate kaupade hulgimüügi vahendusteenus
46181,4618,Muude kindlate kaupade hulgimüügi vahendusteenus
4619,461,Spetsialiseerimata hulgimüügi vahendusteenus
46191,4619,Spetsialiseerimata hulgimüügi vahendusteenus
462,46,Põllumajandustoorme ja elusloomade hulgimüük
4621,462,"Teravilja, töötlemata tubaka, seemnete ja loomasööda hulgimüük"
46211,4621,"Teravilja, töötlemata tubaka, seemnete ja loomasööda hulgimüük"
4622,462,Lillede ja taimede hulgimüük
46221,4622,Lillede ja taimede hulgimüük
4623,462,Elusloomade hulgimüük
46231,4623,Elusloomade hulgimüük
4624,462,Toor- ja parknaha hulgimüük
46241,4624,Toor- ja parknaha hulgimüük
463,46,"Toidukaupade, jookide ja tubakatoodete hulgimüük"
4631,463,Puu- ja köögivilja hulgimüük
46311,4631,Puu- ja köögivilja hulgimüük
4632,463,"Liha, lihatoodete, kala ja kalatoodete hulgimüük"
46321,4632,Liha ja lihatoodete hulgimüük
46322,4632,Kala ja kalatoodete hulgimüük
4633,463,"Piimatoodete, munade, toiduõli ja -rasva hulgimüük"
46331,4633,"Piimatoodete, munade, toiduõli ja -rasva hulgimüük"
4634,463,Jookide hulgimüük
46341,4634,Alkohoolsete jookide hulgimüük
46349,4634,Muude jookide hulgimüük
4635,463,Tubakatoodete hulgimüük
46351,4635,Tubakatoodete hulgimüük
4636,463,"Suhkru, šokolaadi ja suhkrukondiitritoodete hulgimüük"
46361,4636,"Suhkru, šokolaadi ja suhkrukondiitritoodete hulgimüük"
46362,4636,Kondiitri- ja pagaritoodete hulgimüük
4637,463,"Kohvi, tee, kakao ja maitseainete hulgimüük"
46371,4637,"Kohvi, tee, kakao ja maitseainete hulgimüük"
4638,463,Muude toidukaupade hulgimüük
46381,4638,Muude toidukaupade hulgimüük
4639,463,"Toidukaupade, jookide ja tubakatoodete spetsialiseerimata hulgimüük"
46391,4639,"Toidukaupade, jookide ja tubakatoodete spetsialiseerimata hulgimüük"
464,46,Kodutarvete hulgimüük
4641,464,Tekstiiltoodete hulgimüük
46411,4641,"Kangaste, kodutekstiili ja õmblustarvete hulgimüük"
4642,464,Rõivaste ja jalatsite hulgimüük
46421,4642,Rõivaste ja rõivalisandite hulgimüük
46422,4642,Jalatsite hulgimüük
4643,464,Elektriliste kodumasinate hulgimüük
46431,4643,Elektriliste kodumasinate hulgimüük
4644,464,Portselani ja klaastoodete ning puhastusvahendite hulgimüük
46441,4644,Portselani ja klaastoodete hulgimüük
46442,4644,Puhastusvahendite hulgimüük
4645,464,Parfüümide ja kosmeetika hulgimüük
46451,4645,Parfüümide ja kosmeetika hulgimüük
4646,464,Ravimite ja meditsiinikaupade hulgimüük
46461,4646,Ravimite ja muude apteegikaupade hulgimüük
46462,4646,Meditsiiniseadmete ja kirurgiriistade ning ortopeediliste abivahendite hulgimüük
4647,464,"Mööbli, vaipade ja valgustite hulgimüük"
46471,4647,"Kodu-, kontori- ja kauplusemööbli, vaipade ja valgustite hulgimüük"
4648,464,Kellade ja ehete hulgimüük
46481,4648,Kellade ja ehete hulgimüük
4649,464,Muude kodutarvete hulgimüük
46491,4649,"Paberi, kirjatarvete, raamatute ja ajakirjandusväljaannete hulgimüük"
46492,4649,Spordikaupade hulgimüük (v.a spordirõivad ja vabaajajalatsid)
46493,4649,Mängude ja mänguasjade hulgimüük
46499,4649,Mujal liigitamata kodutarvete hulgimüük
465,46,Info- ja sidetehnika hulgimüük
4650,465,Info- ja sidetehnika hulgimüük
46501,4650,"Arvutite, arvuti välisseadmete ja tarkvara hulgimüük"
46502,4650,Kontorimasinate ja -seadmete hulgimüük
46503,4650,Elektroonika- ja sideseadmete ning nende osade hulgimüük
466,46,"Muude masinate, seadmete ja lisaseadmete hulgimüük"
4661,466,"Põllumajandusmasinate, -seadmete ja lisaseadmete hulgimüük"
46611,4661,"Põllumajandusmasinate, -seadmete ja lisaseadmete hulgimüük"
4662,466,Tööpinkide hulgimüük
46621,4662,Tööpinkide hulgimüük
4663,466,Kaevandus- ja ehitusmasinate hulgimüük
46631,4663,Kaevandus- ja ehitusmasinate hulgimüük
4664,466,Muude masinate ja seadmete hulgimüük
46641,4664,"Tekstiilitööstus-, õmblus- ja kudumismasinate hulgimüük"
46642,4664,"Tõste- ja teisaldusseadmete ja -masinate ning nende varuosade, k.a konteinerite hulgimüük"
46643,4664,"Elektrimaterjalide, -tarvikute ja -seadmete, k.a kaablite hulgimüük"
46644,4664,Toiduainetööstus- ja kaubandusseadmete hulgimüük
46649,4664,Muude masinate ja seadmete hulgimüük
467,46,"Mootorsõidukite, mootorrataste ning nende osade ja lisaseadmete hulgimüük"
4671,467,Mootorsõidukite hulgimüük
46711,4671,Mootorsõidukite hulgimüük
4672,467,Mootorsõidukite osade ja lisaseadmete hulgimüük
46721,4672,Mootorsõidukite osade ja lisaseadmete hulgimüük
4673,467,"Mootorrataste, nende osade ja lisaseadmete hulgimüük"
46731,4673,"Mootorrataste, nende osade ja lisaseadmete hulgimüük"
468,46,Muu spetsialiseeritud hulgimüük
4681,468,"Tahke-, vedel- ja gaaskütuse jms toodete hulgimüük"
46811,4681,Tahkekütuse hulgimüük
46812,4681,Mootorikütuse hulgimüük
46819,4681,Muu vedel- ja gaaskütuse jms hulgimüük
4682,468,Metallide ja metallimaakide hulgimüük
46821,4682,Metallide ja metallimaakide hulgimüük
4683,468,"Puidu, ehitusmaterjalide ja sanitaarseadmete hulgimüük"
46831,4683,Puidu ja puidu esmatöötlustoodete hulgimüük
46832,4683,Sanitaarseadmete ja mujal liigitamata ehitusmaterjalide hulgimüük
4684,468,"Rauakaupade, veevarustus- ja kütteseadmete ning nende koosteosade hulgimüük"
46841,4684,Veevarustus- ja kütteseadmete ning nende koosteosade hulgimüük
46842,4684,Käsi-tööriistade ja rauakaupade hulgimüük
4685,468,Keemiatoodete hulgimüük
46851,4685,Väetise ja agrokeemiatoodete hulgimüük
46859,4685,Muude keemiatoodete hulgimüük
4686,468,Muude vahetoodete hulgimüük
46861,4686,Muude vahetoodete hulgimüük
4687,468,Jäätmete ja jääkide hulgikaubandus
46871,4687,"Jäätmete ja jääkide hulgikaubandus, taara ja pakendite kokkuost"
4689,468,Muu mujal liigitamata spetsialiseeritud hulgimüük
46891,4689,Muu mujal liigitamata spetsialiseeritud hulgimüük
469,46,Spetsialiseerimata hulgikaubandus
4690,469,Spetsialiseerimata hulgikaubandus
46901,4690,Spetsialiseerimata hulgikaubandus
47,G,Jaekaubandus
471,47,Spetsialiseerimata jaekaubandus
4711,471,"Peamiselt toidu, jookide või tubakatoodete spetsialiseerimata jaemüük"
47111,4711,"Peamiselt toidu, jookide või tubakatoodete spetsialiseerimata jaemüük"
4712,471,Muu spetsialiseerimata jaemüük
47121,4712,Muu spetsialiseerimata jaemüük
472,47,"Toidukaupade, jookide ja tubakatoodete jaemüük"
4721,472,Puu- ja köögivilja jaemüük
47211,4721,Puu- ja köögivilja jaemüük
4722,472,Liha ja lihatoodete jaemüük
47221,4722,Liha ja lihatoodete jaemüük
4723,472,"Kala, koorikloomade ja molluskite jaemüük"
47231,4723,"Kala, koorikloomade ja molluskite jaemüük"
4724,472,"Leivatoodete, kookide ja kondiitritoodete jaemüük"
47241,4724,"Leiva- ja saiatoodete, kookide ja kondiitritoodete jaemüük"
4725,472,Jookide jaemüük
47251,4725,Jookide jaemüük
4726,472,Tubakatoodete jaemüük
47261,4726,Tubakatoodete jaemüük
4727,472,Muude toidukaupade jaemüük
47271,4727,Muude toidukaupade jaemüük
473,47,Mootorikütuse jaemüük
4730,473,Mootorikütuse jaemüük
47301,4730,Mootorikütuse jaemüük
474,47,Info- ja sidetehnika jaemüük
4740,474,Info- ja sidetehnika jaemüük
47401,4740,"Arvutite, arvuti välisseadmete ja tarkvara jaemüük"
47402,4740,Sideseadmete jaemüük
47403,4740,Heli- ja videoseadmete jaemüük
475,47,Muude kodutarvete jaemüük
4751,475,Tekstiilitoodete jaemüük
47511,4751,Tekstiilitoodete jaemüük
4752,475,"Rauakaupade, ehitusmaterjalide, värvide ja klaasi jaemüük"
47521,4752,Käsi-tööriistade ja rauakaupade jaemüük
47522,4752,Veevarustus- ja sanitaarseadmete ning nende koosteosade jaemüük
47529,4752,Muude ehitusmaterjalide ja -tarvete jaemüük
4753,475,"Vaipade, mattide, seina- ja põrandakatete jaemüük"
47531,4753,"Vaipade, mattide, seina- ja põrandakatete jaemüük"
4754,475,Elektriliste kodumasinate jaemüük
47541,4754,Elektriliste kodumasinate jaemüük
