code,parent,label_et
A,,"PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK"
4755,475,"Mööbli, valgustite, lauanõude ja muude kodutarvete jaemüük"
47551,4755,Mööbli ja valgustite jaemüük
47559,4755,Muude mujal liigitamata kodutarvete jaemüük
476,47,Kultuuri- ja vaba aja kaupade jaemüük
4761,476,Raamatute jaemüük
47611,4761,Raamatute jaemüük
4762,476,Ajalehtede ja muu perioodika ning kirjatarvete jaemüük
47621,4762,Ajalehtede ja muu perioodika ning kirjatarvete jaemüük
4763,476,Sporditarvete jaemüük
47631,4763,Sporditarvete jaemüük
4764,476,Mängude ja mänguasjade jaemüük
47641,4764,Mängude ja mänguasjade jaemüük
4769,476,Mujal liigitamata kultuuri- ja vaba aja kaupade jaemüük
47691,4769,Mujal liigitamata kultuuri- ja vaba aja kaupade jaemüük
477,47,"Muude kaupade, v.a mootorsõidukite ja mootorrataste, jaemüük"
4771,477,Rõivaste jaemüük
47711,4771,Rõivaste jaemüük
4772,477,Jalatsite ja nahktoodete jaemüük
47721,4772,Jalatsite ja nahktoodete jaemüük
4773,477,Ravimite jaemüük
47731,4773,Ravimite jaemüük
4774,477,Meditsiini- ja ortopeediakaupade jaemüük
47741,4774,Meditsiini- ja ortopeediakaupade jaemüük
47742,4774,Prillide jaemüük
4775,477,Kosmeetika ja tualetitarvete jaemüük
47751,4775,Kosmeetika ja tualetitarvete jaemüük
4776,477,"Lillede, taimede, väetiste, lemmikloomade ja lemmikloomatoidu jaemüük"
47761,4776,"Lillede, taimede, seemnete ja istikute ning väetise jaemüük"
47762,4776,Lemmikloomade ja -lindude ning nende toidu ja tarvete jaemüük
4777,477,Kellade ja ehete jaemüük
47771,4777,Kellade ja ehete jaemüük
4778,477,Muude uute kaupade jaemüük
47781,4778,Optiliste seadmete jaemüük
47782,4778,Foto- ja täppisseadmete jaemüük
47783,4778,"Suveniiride, käsitöö- ja religioossete esemete jaemüük"
47789,4778,Mujal liigitamata kaupade jaemüük
4779,477,Kasutatud kaupade jaemüük
47791,4779,Antiikesemete jaemüük
47792,4779,Kasutatud raamatute jaemüük
47799,4779,Muude kasutatud kaupade jaemüük
478,47,"Mootorsõidukite, mootorrataste ning nende osade ja lisaseadmete jaemüük"
4781,478,Mootorsõidukite jaemüük
47811,4781,Mootorsõidukite jaemüük
4782,478,Mootorsõidukite osade ja lisaseadmete jaemüük
47821,4782,Mootorsõidukite osade ja lisaseadmete jaemüük
4783,478,"Mootorrataste, nende osade ja lisaseadmete jaemüük"
47831,4783,"Mootorrataste, nende osade ja lisaseadmete jaemüük"
479,47,Jaemüügiga seotud vahendusteenus
4791,479,Spetsialiseerimata jaemüügi vahendusteenus
47911,4791,Spetsialiseerimata jaemüügi vahendusteenus
4792,479,Spetsialiseeritud jaemüügi vahendusteenus
47921,4792,Spetsialiseeritud jaemüügi vahendusteenus
H,,VEONDUS JA LAONDUS
49,H,Maismaaveondus ja torutransport
491,49,Sõitjatevedu rööbasteedel
4911,491,Sõitjatevedu raudteel
49111,4911,Sõitjatevedu raudteel
4912,491,Sõitjatevedu kergrööbasteedel
49121,4912,Sõitjatevedu kergrööbasteedel
492,49,Kauba raudteevedu
4920,492,Kauba raudteevedu
49201,4920,Kauba raudteevedu
493,49,Sõitjate muu maismaavedu
4931,493,Sõitjate liinivedu maanteel
49311,4931,Sõitjate vedu linna- ja linnalähiliinidel
49312,4931,Sõitjate kaugliinivedu ja rahvusvaheline liinivedu
49319,4931,Sõitjate muu kohalik liinivedu (maakonna- ja vallasisesed liinid)
4932,493,Sõitjate juhuvedu maanteel
49321,4932,Sõitjate juhuvedu maanteel
4933,493,Sõitjate tellimusvedu koos juhiga
49331,4933,Sõitjate tellimusvedu koos juhiga
4934,493,Sõitjatevedu köisteedel ja suusatõstukitega
49341,4934,Sõitjatevedu köisteedel ja suusatõstukitega
4939,493,Sõitjate muu mujal liigitamata maismaavedu
49391,4939,Sõitjate muu mujal liigitamata maismaavedu
494,49,Kaubavedu maanteel ja kolimisteenused
4941,494,Kaubavedu maanteel
49411,4941,Kaubavedu maanteel
4942,494,Kolimisteenused
49421,4942,Kolimisteenused
495,49,Torutransport
4950,495,Torutransport
49501,4950,Torutransport
50,H,Veetransport
501,50,Sõitjatevedu merel ja rannavetes
5010,501,Sõitjatevedu merel ja rannavetes
50101,5010,Sõitjate liinivedu merel ja rannavetes
50102,5010,Sõitjate tellimusvedu merel ja rannavetes
502,50,Kaubavedu merel ja rannavetes
5020,502,Kaubavedu merel ja rannavetes
50201,5020,Kaubavedu merel ja rannavetes
503,50,Sõitjatevedu sisevetel
5030,503,Sõitjatevedu sisevetel
50301,5030,Sõitjatevedu sisevetel
504,50,Kaubavedu sisevetel
5040,504,Kaubavedu sisevetel
50401,5040,Kaubavedu sisevetel
51,H,Õhutransport
511,51,Sõitjate õhutransport
5110,511,Sõitjate õhutransport
51101,5110,Sõitjate õhutransport
512,51,Kauba õhutransport ja kosmosetransport
5121,512,Kauba õhutransport
51211,5121,Kauba õhutransport
5122,512,Kosmosetransport
51221,5122,Kosmosetransport
52,H,Laondus ja veondust abistavad tegevusalad
521,52,Laondus
5210,521,Laondus
52101,5210,Kaubaladude töö
52102,5210,Vedelike ja gaaside ladustamine
522,52,Veondust abistavad tegevusalad
5221,522,Maismaaveondust teenindavad tegevusalad
52211,5221,Parklate tegevus
52219,5221,Muud maismaaveondust teenindavad tegevusalad
5222,522,Veetransporti teenindavad tegevusalad
52221,5222,Sadamate töö ja veeteede kasutamisega seotud tegevusalad
52222,5222,Punkerdamine
52229,5222,Muud veetransporti teenindavad tegevusalad
5223,522,Õhutransporti teenindavad tegevusalad
52231,5223,Lennuväljade ja lennujaama reisiterminalide töö
52239,5223,Muud õhutransporti teenindavad tegevusalad
5224,522,Laadungikäitlus
52241,5224,Laadungikäitlus
5225,522,Logistikaalane tegevus
52251,5225,Logistikaalane tegevus
5226,522,Muud veondust abistavad tegevusalad
52261,5226,Saadetiste organiseerimine ja ekspedeerimine
52262,5226,Tollimaaklerite tegevus
52269,5226,Muud mujal liigitamata veondust abistavad tegevusalad
523,52,Veondusega seotud vahendusteenus
5231,523,Kaubaveoga seotud vahendusteenus
52311,5231,Kaubaveoga seotud vahendusteenus
5232,523,Sõitjateveoga seotud vahendusteenus
52321,5232,Sõitjateveoga seotud vahendusteenus
53,H,Posti- ja kullerteenused
531,53,Universaalne postiteenus
5310,531,Universaalne postiteenus
53101,5310,Universaalne postiteenus
532,53,Muud posti- ja kullerteenused
5320,532,Muud posti- ja kullerteenused
53201,5320,Muud posti- ja kullerteenused
533,53,Posti- ja kullerteenuste vahendusteenus
5330,533,Posti- ja kullerteenuste vahendusteenus
53301,5330,Posti- ja kullerteenuste vahendusteenus
I,,MAJUTUS JA TOITLUSTUS
55,I,Majutus
551,55,Hotellid ja muu sarnane majutus
5510,551,Hotellid ja muu sarnane majutus
55101,5510,Hotellid
55102,5510,Motellid ja muu sarnane majutus
55103,5510,Külalistemajad
552,55,Puhkuse- ja muu lühiajaline majutus
5520,552,Puhkuse- ja muu lühiajaline majutus
55201,5520,Hostelid
55202,5520,Puhkemajad
55203,5520,Puhkekülad ja puhkelaagrid
55204,5520,Külaliskorterid
55205,5520,Kodumajutused
553,55,Laagriplatsid ning vagunelamute ja haagissuvilate parkimisplatsid
5530,553,Laagriplatsid ning vagunelamute ja haagissuvilate parkimisplatsid
55301,5530,Laagriplatsid ning vagunelamute ja haagissuvilate parkimisplatsid
554,55,Majutusega seotud vahendusteenus
5540,554,Majutusega seotud vahendusteenus
55401,5540,Majutusega seotud vahendusteenus
559,55,Muu majutus
5590,559,Muu majutus
55901,5590,Muu majutus
56,I,Toidu ja joogi serveerimine
561,56,Restoranid ja liikuvad toitlustuskohad
5611,561,Restoranitegevus
56111,5611,Restoranide ja kohvikute tegevus
56112,5611,Kiirsöögikohtade jm toitlustuskohtade tegevus
5612,561,Liikuvad toitlustuskohad
56121,5612,Liikuvad toitlustuskohad
562,56,"Toitlustamine üritustel, lepinguline toitlustusteenus jm toitlustamine"
5621,562,Toitlustamine üritustel
56211,5621,Toitlustamine üritustel
5622,562,Lepinguline toitlustusteenus jm toitlustamine
56221,5622,Lepinguline toitlustusteenus jm toitlustamine
563,56,Jookide serveerimine
5630,563,Jookide serveerimine
56301,5630,Jookide serveerimine
564,56,Toidu ja joogi serveerimise vahendusteenus
5640,564,Toidu ja joogi serveerimise vahendusteenus
56401,5640,Toidu ja joogi serveerimise vahendusteenus
J,,"KIRJASTAMINE, RINGHÄÄLING NING SISU TOOTMINE JA LEVITAMINE"
58,J,Kirjastamine
581,58,"Raamatute, ajalehtede jm kirjastamine, v.a tarkvara kirjastamine"
5811,581,Raamatute kirjastamine
58111,5811,"Raamatute, brošüüride jms väljaannete kirjastamine"
58112,5811,"Õpikute, sõnaraamatute jm teatmeteoste kirjastamine"
5812,581,Ajalehtede kirjastamine
58121,5812,Ajalehtede kirjastamine
5813,581,Ajakirjade jm perioodika kirjastamine
58131,5813,Ajakirjade jm perioodika kirjastamine
5819,581,"Muu kirjastamine, v.a tarkvara kirjastamine"
58191,5819,"Muu kirjastamine, v.a tarkvara kirjastamine"
582,58,Tarkvara kirjastamine
5821,582,Videomängude kirjastamine
58211,5821,Videomängude kirjastamine
5829,582,Muu tarkvara kirjastamine
58291,5829,Muu tarkvara kirjastamine
59,J,"Kinofilmide, videote ja telesaadete tootmine; helisalvestiste ja muusika kirjastamine"
591,59,"Kinofilmide, videote ja telesaadetega seotud tegevusalad"
5911,591,"Kinofilmide, videote ja telesaadete tootmine"
59111,5911,Kinofilmide ja videote tootmine
59112,5911,Telesaadete tootmine
5912,591,"Kinofilmide, videote ja telesaadete tootmisjärgsed tegevusalad"
59121,5912,"Kinofilmide, videote ja telesaadete tootmisjärgsed tegevusalad"
5913,591,Kinofilmide ja videote levitamine
59131,5913,Kinofilmide ja videote levitamine
5914,591,Kinofilmide linastamine
59141,5914,Kinofilmide linastamine
592,59,Helisalvestiste tootmine ja muusika kirjastamine
5920,592,Helisalvestiste tootmine ja muusika kirjastamine
59201,5920,"Helisalvestusteenus, k.a muusika salvestamine"
59202,5920,"Muusika tootmine, turustamine ning muusika kirjastamine"
59209,5920,Muude helisalvestiste (v.a muusika) tootmine ja turustamine
60,J,"Meediateenused, ringhääling, uudisteagentuuride tegevus ja muu sisu levitamine"
601,60,Raadioringhääling ja audiosisu levitamine
6010,601,Raadioringhääling ja audiosisu levitamine
60101,6010,Raadioringhääling ja audiosisu levitamine
602,60,Televisiooniteenused ja videote levitamine
6020,602,Televisiooniteenused ja videote levitamine
60201,6020,Televisiooniteenused ja videote levitamine
603,60,Uudisteagentuuride tegevus ja muu sisu levitamine
6031,603,Uudisteagentuuride tegevus
60311,6031,Uudisteagentuuride tegevus
6039,603,Muu sisu levitamine
60391,6039,Muu sisu levitamine
K,,"ELEKTROONILISE SIDE TEENUS, PROGRAMMEERIMINE, KONSULTATSIOONID, ANDMETÖÖTLUSTARISTU JA MUU INFOALANE TEGEVUS"
61,K,Elektroonilise side teenus
611,61,Elektroonilise side teenused fikseeritud või traadita sidevõrgus ja satelliitsideteenused
6110,611,Elektroonilise side teenused fikseeritud või traadita sidevõrgus ja satelliitsideteenused
61101,6110,Elektroonilise side teenused fikseeritud või traadita sidevõrgus ja satelliitsideteenused
612,61,Elektroonilise side edasimüük ja vahendusteenused
6120,612,Elektroonilise side edasimüük ja vahendusteenused
61201,6120,Elektroonilise side edasimüük ja vahendusteenused
619,61,Muud elektroonilise side teenused
6190,619,Muud elektroonilise side teenused
61901,6190,Muud elektroonilise side teenused
62,K,"Programmeerimine, konsultatsioonid jms tegevused"
621,62,Programmeerimine
6210,621,Programmeerimine
62101,6210,Programmeerimine
622,62,Arvutialased konsultatsioonid ning arvutisüsteemide ja andmebaaside haldus
6220,622,Arvutialased konsultatsioonid ning arvutisüsteemide ja andmebaaside haldus
62201,6220,Arvutialased konsultatsioonid
62202,6220,Arvutisüsteemide ja andmebaaside haldus
629,62,Muud infotehnoloogia- ja arvutialased tegevused
6290,629,Muud infotehnoloogia- ja arvutialased tegevused
62901,6290,Muud infotehnoloogia- ja arvutialased tegevused
63,K,"Andmetöötlustaristu, andmetöötlus, -majutus ja muu infoalane tegevus"
631,63,"Andmetöötlustaristu, andmetöötlus, -majutus jms tegevus"
6310,631,"Andmetöötlustaristu, andmetöötlus, -majutus jms tegevus"
63101,6310,"Andmetöötlustaristu, andmemajutus jms tegevus"
63102,6310,"Andmetöötlus, andmekorraldus, andmevahendus jms tegevus"
639,63,Veebiotsinguportaalide ja muu infoalane tegevus
6391,639,Veebiotsinguportaalide tegevus
63911,6391,Veebiotsinguportaalide tegevus
6392,639,Muu infoalane tegevus
63921,6392,Muu infoalane tegevus
L,,FINANTS- JA KINDLUSTUSTEGEVUS
64,L,"Finantsteenuste osutamine, v.a kindlustus ja pensionifondid"
641,64,Rahaloomega seotud finantsvahendus
6411,641,Keskpanga tegevus
64111,6411,Keskpanga tegevus
6419,641,Muu rahaloomega seotud finantsvahendus
64191,6419,Krediidiasutused
642,64,Valdusfirmade ja kontsernide finantsüksuste tegevus
6421,642,Valdusfirmade tegevus
64211,6421,Valdusfirmade tegevus
6422,642,Kontsernide finantsüksuste tegevus
64221,6422,Kontsernide finantsüksuste tegevus
643,64,"Usaldusühingute, fondide ning muude sarnaste finantsüksuste tegevus"
6431,643,Rahaturufondide ja muude investeerimisfondide tegevus
64311,6431,Rahaturufondide ja muude investeerimisfondide tegevus
6432,643,"Usaldusühingute, päranditompude ja vahenduskontodega seotud tegevus"
64321,6432,"Usaldusühingute, päranditompude ja vahenduskontodega seotud tegevus"
649,64,"Muude finantsteenuste osutamine, v.a kindlustus ja pensionifondid"
6491,649,Kapitalirent
64911,6491,Kapitalirent
6492,649,Muu laenuandmine
64921,6492,Pandimajad
64929,6492,"Muu laenuandmine, v.a pandimajad"
6499,649,"Muud mujal liigitamata finantsteenused, v.a kindlustus ja pensionifondid"
64991,6499,"Muud mujal liigitamata finantsteenused, v.a kindlustus ja pensionifondid"
65,L,"Kindlustus, edasikindlustus ja pensionifondid, v.a kohustuslik sotsiaalkindlustus"
651,65,Kindlustus
6511,651,Elukindlustus
65111,6511,Elukindlustus
6512,651,Kahjukindlustus
65121,6512,Kahjukindlustus
652,65,Edasikindlustus
6520,652,Edasikindlustus
65201,6520,Edasikindlustus
653,65,Pensionifondid
6530,653,Pensionifondid
65301,6530,Pensionifondid
66,L,Finantsteenuste ja kindlustustegevuse abitegevusalad
661,66,"Finantsteenuste abitegevusalad, v.a kindlustus ja pensionifondid"
6611,661,Finantsturgude haldamine
66111,6611,Finantsturgude haldamine
6612,661,Väärtpaberi- ja kaubalepingute maaklerlus
66121,6612,Väärtpaberite ja kaubalepingute maaklerlus
66122,6612,Valuutavahetus
6619,661,"Muud finantsteenuste abitegevusalad, v.a kindlustus ja pensionifondid"
66191,6619,Finantsnõustamine
66199,6619,"Muud mujal liigitamata finantsteenuste abitegevusalad, v.a kindlustus ja pensionifondid"
662,66,Kindlustuse ja pensionifondide abitegevusalad
6621,662,Riskide ja kahju hindamine
66211,6621,Riskide ja kahju hindamine
6622,662,Kindlustusagentide ja -vahendajate tegevus
66221,6622,Kindlustusagentide tegevus
66222,6622,Kindlustusmaaklerite tegevus
6629,662,Mujal liigitamata kindlustuse ja pensionifondide abitegevusalad
66291,6629,Mujal liigitamata kindlustuse ja pensionifondide abitegevusalad
663,66,Fondide valitsemine
6630,663,Fondide valitsemine
66301,6630,Fondide valitsemine
M,,KINNISVARAALANE TEGEVUS
68,M,Kinnisvaraalane tegevus
681,68,Kinnisvaraalane tegevus ja kinnisvaraprojektide arendamine
6811,681,Enda kinnisvara ost ja müük
68111,6811,Enda kinnisvara ost ja müük
6812,681,Hoonestusprojektide arendus
68121,6812,Hoonestusprojektide arendus
682,68,Enda või renditud kinnisvara üürileandmine ja käitus
6820,682,Enda või renditud kinnisvara üürileandmine ja käitus
68201,6820,Enda või renditud kinnisvara üürileandmine ja käitus
683,68,Kinnisvaraalane tegevus tasu eest või lepingu alusel
6831,683,Kinnisvarateenuste vahendusteenus
68311,6831,Kinnisvarateenuste vahendusteenus
6832,683,Muu kinnisvaraalane tegevus tasu eest või lepingu alusel
68321,6832,"Hoonete ja üürimajade haldus (korteriühistud, elamuühistud, hooneühistud jms)"
68322,6832,Aiandus- ja suvilaühistute haldus
68329,6832,Muu kinnisvarahaldus või haldusega seotud tegevused
N,,"KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS"
69,N,Juriidilised toimingud ja arvepidamine
691,69,Juriidilised toimingud
6910,691,Juriidilised toimingud
69101,6910,Advokaatide ja advokaadibüroode tegevus
69102,6910,Õigusnõustajate ja õigusbüroode tegevus
69103,6910,Notarite tegevus
69109,6910,Muud juriidilised toimingud
692,69,"Arvepidamine, raamatupidamine ja auditeerimine; maksualane nõustamine"
6920,692,"Arvepidamine, raamatupidamine ja auditeerimine; maksualane nõustamine"
69201,6920,Auditeerimine
69202,6920,"Raamatupidamine, maksualane nõustamine"
70,N,Peakontorite tegevus ning juhtimisalane nõustamine
701,70,Peakontorite tegevus
7010,701,Peakontorite tegevus
70101,7010,Peakontorite tegevus
702,70,Äri- ja muu juhtimisalane nõustamine
7020,702,Äri- ja muu juhtimisalane nõustamine
70201,7020,Äri- ja muu juhtimisalane nõustamine
71,N,Arhitekti- ja inseneritegevused; tehniline katsetamine ja analüüs
711,71,Arhitekti- ja inseneritegevused ning nendega seotud tehniline konsultatsioon
7111,711,Arhitektitegevused
71111,7111,Arhitektitegevused
7112,711,Inseneritegevused ning nendega seotud tehniline konsultatsioon
71121,7112,Ehituslik insener-tehniline projekteerimine ja nõustamine
71122,7112,Geoloogilised ja geodeetilised uurimistööd
71129,7112,Muud insener-tehnilised tegevusalad
712,71,Tehniline katsetamine ja analüüs
7120,712,Tehniline katsetamine ja analüüs
71201,7120,Autode tehniline ülevaatus
71209,7120,Muu tehniline katsetamine ja analüüs
72,N,Teadus- ja arendustegevus
721,72,Teadus- ja arendustegevus loodus- ja tehnikateaduste vallas
7210,721,Teadus- ja arendustegevus loodus- ja tehnikateaduste vallas
72101,7210,Teadus- ja arendustegevus loodus- ja tehnikateaduste vallas
722,72,Teadus- ja arendustegevus sotsiaal- ja humanitaarteaduste vallas
7220,722,Teadus- ja arendustegevus sotsiaal- ja humanitaarteaduste vallas
72201,7220,Teadus- ja arendustegevus sotsiaal- ja humanitaarteaduste vallas
73,N,"Reklaamindus, turu-uuringud ja suhtekorraldus"
731,73,Reklaamindus
7311,731,Reklaamiagentuuride tegevus
73111,7311,Reklaamiagentuuride tegevus
7312,731,Reklaami vahendamine meedias
73121,7312,Reklaami vahendamine meedias
732,73,Turu-uuringud ja avaliku arvamuse küsitlused
7320,732,Turu-uuringud ja avaliku arvamuse küsitlused
73201,7320,Turu-uuringud ja avaliku arvamuse küsitlused
733,73,Suhtekorraldus ja teabevahetus
7330,733,Suhtekorraldus ja teabevahetus
73301,7330,Suhtekorraldus ja teabevahetus
74,N,"Muu kutse-, teadus- ja tehnikaalane tegevus"
741,74,Disainerite tegevus
7411,741,Tööstustoote- ja moedisain
74111,7411,Tööstustoote- ja moedisain
7412,741,Graafiline disain ja visuaalne kommunikatsioon
74121,7412,Graafiline disain ja visuaalne kommunikatsioon
7413,741,Sisekujundus
74131,7413,Sisekujundus
7414,741,Muu disainerite tegevus
74141,7414,Muu disainerite tegevus
742,74,Fotograafia
7420,742,Fotograafia
74201,7420,Fotograafia
743,74,Kirjalik ja suuline tõlge
7430,743,Kirjalik ja suuline tõlge
74301,7430,Kirjalik ja suuline tõlge
749,74,"Muu mujal liigitamata kutse-, teadus- ja tehnikaalane tegevus"
7491,749,Patentide vahendamine ja turundus
74911,7491,Patentide vahendamine ja turundus
7499,749,"Kogu muu mujal liigitamata kutse-, teadus- ja tehnikaalane tegevus"
74991,7499,"Kogu muu mujal liigitamata kutse-, teadus- ja tehnikaalane tegevus"
75,N,Veterinaaria
750,75,Veterinaaria
7500,750,Veterinaaria
75001,7500,Veterinaaria
O,,HALDUS- JA ABITEGEVUSED
77,O,Rentimine ja kasutusrent
771,77,Mootorsõidukite rentimine ja kasutusrent
7711,771,Sõiduautode ja väikebusside rentimine ja kasutusrent
77111,7711,"Sõiduautode ja väikebusside (täismassiga kuni 3,5 t) rentimine ja kasutusrent"
7712,771,Veokite rentimine ja kasutusrent
77121,7712,Veokite rentimine ja kasutusrent
772,77,Tarbeesemete ja kodumasinate väljaüürimine ja kasutusrent
7721,772,Vabaaja- ja sporditarvete väljaüürimine ja kasutusrent
77211,7721,Vabaaja- ja sporditarvete väljaüürimine ja kasutusrent
7722,772,Muude tarbeesemete ja kodumasinate väljaüürimine ja kasutusrent
77221,7722,Muude tarbeesemete ja kodumasinate väljaüürimine ja kasutusrent
773,77,"Muude masinate, seadmete ja materiaalse vara rentimine ja kasutusrent"
7731,773,Põllumajandusmasinate ja -seadmete rentimine ja kasutusrent
77311,7731,Põllumajandusmasinate ja -seadmete rentimine ja kasutusrent
7732,773,Ehitusmasinate ja -seadmete rentimine ja kasutusrent
77321,7732,Ehitusmasinate ja -seadmete rentimine ja kasutusrent
7733,773,Kontorimasinate ja -seadmete ning arvutite rentimine ja kasutusrent
77331,7733,Kontorimasinate ja -seadmete ning arvutite rentimine ja kasutusrent
7734,773,Veetranspordivahendite rentimine ja kasutusrent
77341,7734,Veetranspordivahendite rentimine ja kasutusrent
7735,773,Õhutranspordivahendite rentimine ja kasutusrent
77351,7735,Õhutranspordivahendite rentimine ja kasutusrent
7739,773,"Muude mujal liigitamata masinate, seadmete jm materiaalse vara rentimine ja kasutusrent"
77391,7739,Raudteeveeremi rentimine ja kasutusrent
77399,7739,"Muu mujal liigitamata masinate, seadmete jm materiaalse vara rentimine ja kasutusrent"
774,77,Intellektuaalomandi ja sarnaste toodete (v.a autoriõigusega tööd) rentimine
7740,774,Intellektuaalomandi ja sarnaste toodete (v.a autoriõigusega tööd) rentimine
77401,7740,Intellektuaalomandi ja sarnaste toodete (v.a autoriõigusega tööd) rentimine
775,77,Materiaalse ja immateriaalse vara (v.a finantsvara) rentimise ja kasutusrendi vahendusteenus
7751,775,"Autode, autoelamute ja haagiste rentimise ja kasutusrendi vahendusteenus"
77511,7751,"Autode, autoelamute ja haagiste rentimise ja kasutusrendi vahendusteenus"
7752,775,Muu materiaalse ja immateriaalse vara (v.a finantsvara) rentimise ja kasutusrendi vahendusteenus
77521,7752,Muu materiaalse ja immateriaalse vara (v.a finantsvara) rentimise ja kasutusrendi vahendusteenus
78,O,Tööhõive
781,78,Tööhõiveagentuuride tegevus
7810,781,Tööhõiveagentuuride tegevus
78101,7810,Tööhõiveagentuuride tegevus
782,78,Tööjõurent ja muud tööjõuteenused
7820,782,Tööjõurent ja muud tööjõuteenused
78201,7820,Tööjõurent
78209,7820,Muud tööjõuteenused
79,O,"Reisibüroode ja reisikorraldajate tegevus, reserveerimine ning sellega seotud tegevus"
791,79,Reisibüroode ja reisikorraldajate tegevus
7911,791,Reisibüroode tegevus
79111,7911,Reisibüroode tegevus
7912,791,Reisikorraldajate tegevus
79121,7912,Reisikorraldajate tegevus
799,79,Muu reserveerimine ja sellega seotud tegevus
7990,799,Muu reserveerimine ja sellega seotud tegevus
79901,7990,Muu reserveerimine ja sellega seotud tegevus
80,O,Juurdlus ja turvatöö
800,80,Juurdlus ja turvatöö
8001,800,"Juurdlus ja turvatöö, v.a avalik korrakaitse"
80011,8001,"Juurdlus ja turvatöö, v.a avalik korrakaitse"
8009,800,Mujal liigitamata turvatöö
80091,8009,Mujal liigitamata turvatöö
81,O,Hoonete ja maastike hooldus
811,81,Hoonehalduse kombineeritud teenus
8110,811,Hoonehalduse kombineeritud teenus
81101,8110,Hoonehalduse kombineeritud teenus
812,81,Puhastustegevus
8121,812,Hoonete üldpuhastus
81211,8121,Hoonete üldpuhastus
8122,812,Hoonete muu puhastus ja tööstuslik puhastustegevus
81221,8122,Hoonete muu puhastus ja tööstuslik puhastustegevus
8123,812,Muu puhastustegevus
81231,8123,Muu puhastustegevus
813,81,Maastiku hooldus ja korrashoid
8130,813,Maastiku hooldus ja korrashoid
81301,8130,Maastiku hooldus ja korrashoid
82,O,"Büroohaldus, büroode ja muu äritegevuse abitegevused"
821,82,Büroohaldus ja selle abitegevused
8210,821,Büroohaldus ja selle abitegevused
82101,8210,Büroohaldus ja selle abitegevused
822,82,Kõnekeskuste tegevus
8220,822,Kõnekeskuste tegevus
82201,8220,Kõnekeskuste tegevus
823,82,Konverentside ja messide korraldamine
8230,823,Konverentside ja messide korraldamine
82301,8230,Konverentside ja messide korraldamine
824,82,Mujal liigitamata äritegevust abistavate tegevuste vahendamine
8240,824,Mujal liigitamata äritegevust abistavate tegevuste vahendamine
82401,8240,Mujal liigitamata äritegevust abistavate tegevuste vahendamine
829,82,Mujal liigitamata äritegevust abistavad tegevused
8291,829,Inkassoteenus ja krediidiinfo
82911,8291,Inkassoteenus ja krediidiinfo
8292,829,Pakendamine
82921,8292,Pakendamine
8299,829,Muud mujal liigitamata äritegevust abistavad tegevused
82991,8299,Muud mujal liigitamata äritegevust abistavad tegevused
P,,AVALIK HALDUS JA RIIGIKAITSE; KOHUSTUSLIK SOTSIAALKINDLUSTUS
84,P,Avalik haldus ja riigikaitse; kohustuslik sotsiaalkindlustus
841,84,"Avalik haldus ning majandus-, sotsiaal- ja keskkonnapoliitika juhtimine"
8411,841,Üldine avalik haldus
84111,8411,Täitev- ja seadusandlike organite tegevus
84112,8411,Rahandus- ja fiskaalpoliitikaga seotud tegevused
84113,8411,Majanduse ja sotsiaalse üldplaneerimisega ning statistikaga seotud tegevused
84114,8411,Valla- ja linnavalitsuste tegevus
84119,8411,Mujal liigitamata üldine avalik haldus
8412,841,"Tervishoiu-, haridus-, kultuuri- ja muude sotsiaalteenuste korraldamine"
84121,8412,Hariduskorraldus
84122,8412,Tervishoiu ja sotsiaalelu korraldus
84123,8412,Elamu- ja kommunaalmajanduse korraldamine
84124,8412,"Vaba aja tegevuse, kultuuri ja religiooni haldus"
84125,8412,Keskkonnakaitse korraldamine
8413,841,Majandustegevuse korraldamine ja tõhustamine
84131,8413,"Põllumajanduse, metsanduse, maakasutuse, kalanduse ja jahinduse haldus"
84132,8413,Transpordi ja side haldus
84139,8413,Muud majandustegevust toetavad tegevused
842,84,Ühiskonna kui terviku teenindamine
8421,842,Välissuhted
84211,8421,Välissuhted
8422,842,Riigikaitse
84221,8422,Riigikaitse
8423,842,Õiguskaitse ja kohtud
84231,8423,Kohtute tegevus ja haldus
84232,8423,Vanglate ja parandusasutuste haldus
84239,8423,"Muud õiguskaitse ja kohtutega seotud tegevused, prokuratuuri tegevus"
8424,842,Avalik korrakaitse ja julgeolekuteenistused
84241,8424,Politseiteenistus
84242,8424,Piiri- ja rannavalveteenistus
84249,8424,Muud avaliku julgeoleku ja korrakaitsega seotud tegevused
8425,842,Tuletõrje- ja päästeteenistus
84251,8425,"Tuletõrje- ja päästeteenistused, k.a vetelpääste"
843,84,Kohustuslik sotsiaalkindlustus
8430,843,Kohustuslik sotsiaalkindlustus
84301,8430,Kohustuslik sotsiaalkindlustus
Q,,HARIDUS
85,Q,Haridus
851,85,Alusharidus
8510,851,Alusharidus
85101,8510,Lastehoiud
85102,8510,Lasteaiad
852,85,Põhihariduse I ja II kooliaste
8520,852,Põhihariduse I ja II kooliaste
85201,8520,Lasteaed-algkoolid
85202,8520,Algkoolid
853,85,"Põhihariduse III kooliaste, üldkeskharidus ja kutseharidus"
8531,853,Põhihariduse III kooliaste ja üldkeskharidus
85311,8531,Lasteaed-põhikoolid
85312,8531,Põhikoolid
